2017-11-29 00:40:28,b'I found a nice deal on Amazon. 25% OFF coupon O5Q9TJLH for Silicone Muffin Pan. https://t.co/9w2up1v2XX https://t.co/VDufRudsCT #giveaway'
2017-11-29 00:40:27,b'Mellanni Bed Sheet Set - HIGHEST QUALITY Brus... by Mellanni https://t.co/hz90Thu2l7 https://t.co/Tc22DITvbW'
2017-11-29 00:40:24,b'RT @wbellauthor: Parachute into hellish battle for Crete airfield! HOLD BACK THE SUN https://t.co/JTnW70sZmj #WW2 #navalwar #ASMSG https://\xe2\x80\xa6'
2017-11-29 00:40:24,b'\xe2\x99\xab SE Discotheque - by Joe Armon-Jones &amp; Maxwell Owin https://t.co/9hA58CM5iI #bbc #1xtra #np'
2017-11-29 00:40:23,b'Parachute into hellish battle for Crete airfield! HOLD BACK THE SUN https://t.co/JTnW70sZmj #WW2 #navalwar #ASMSG https://t.co/c7YIRI6qLe'
2017-11-29 00:40:22,"b'RT @amazonmusic: .@Harry_Styles is performing at the #VSFashionShow tonight! #AskAlexa ""Play Song of the Day"" &amp; hear ""Woman."" https://t.co/\xe2\x80\xa6'"
2017-11-29 00:40:21,"b'RT @authormaggiep: ""A great love story, a love beyond language, culture, and race."" \n\nSPIRITED AWAY \nhttps://t.co/iMjDW8pF7v \n\nDARING PASSA\xe2\x80\xa6'"
2017-11-29 00:40:19,b'RT @BookTeasers: Even he has a soft spot for great science fiction!\n@RealWotF #DarthVader #StarWars #scifi\nhttps://t.co/BdB7j5tjUe https://\xe2\x80\xa6'
2017-11-29 00:40:18,b'Ride in a ruined mine cart like #IndianaJones- https://t.co/yOUfixfjpL #urbex #horror #apocalypse https://t.co/S1CzjAaB05'
2017-11-29 00:40:17,"b'Money Flows: Buying on Weakness: Among stocks that were \xf0\x9f\x93\x89TUE, these had the largest net inflows of money $AMZN\xe2\x80\xa6 https://t.co/8Ez9frnJzu'"
2017-11-29 00:40:16,b'@JanRomes Sweet #ROMANCE\nso many to read...so many to love\n\xc2\xa0https://t.co/tNfoS7m1u4 \xc2\xa0 \xc2\xa0 \xc2\xa0https://t.co/wERI2uudpp'
2017-11-29 00:40:15,"b'RT @KimCoxAuthor: #RRBC ""Heart of the Staff"" series by Carol Marrs Phipps (@Car01am) https://t.co/20Gf2BwD9G #BookBoost #IARTG https://t.co\xe2\x80\xa6'"
2017-11-29 00:40:12,"b'Venita has a beautiful spirit that is inspiring, encouraging &amp; uplifting! https://t.co/EHDmswLd4K #Diseases\xe2\x80\xa6 https://t.co/1I264Ourpo'"
2017-11-29 00:40:12,"b'Venita has a beautiful spirit that is inspiring, encouraging &amp; uplifting! https://t.co/C71ffECJAo #Diseases\xe2\x80\xa6 https://t.co/vO0N77A4qz'"
2017-11-29 00:40:12,"b'Venita has a beautiful spirit that is inspiring, encouraging &amp; uplifting! https://t.co/V8QjPbCfsS #Diseases\xe2\x80\xa6 https://t.co/dlVSKuZH1U'"
2017-11-29 00:40:12,"b'RT @VoicefrmDeep: @xcvbnm67890 @JaceyFortin @motokorich Now with Communist China involved, the allegation involves up to 400K women, not 20\xe2\x80\xa6'"
2017-11-29 00:40:11,"b""RT @FatKidDeals: Vinyl Deals!\n\nOff the Wall - $10.75\nhttps://t.co/OAQt8rc9i7\n\nThriller - $19.98\nhttps://t.co/OfqoIGlRgT\n\nWhat's Going On -\xe2\x80\xa6"""
2017-11-29 00:40:11,b'You can create your own Social Media network in just weeks -- https://t.co/LV94EhgeCL'
2017-11-29 00:40:10,"b""Why would John's girlfriend want to represent the insane?Peach Blossom Rancher  https://t.co/gZ1erpNykg #Western #cr4u"""
2017-11-29 00:40:07,"b""Storms-a-brewin'. On land, in the mud, and in Chase's heart. THE BRIDE WORE COVERALLS https://t.co/Et4qgzWte9 #inspy"""
2017-11-29 00:40:07,b'RT @charlesmilander: 11 Insightful Content Marketing Books From 2017\nhttps://t.co/i852aTvBzI Start making money on  socialmedia. https://t.\xe2\x80\xa6'
2017-11-29 00:40:06,b'FLASH #SALE 50% Half Price Bento Lunch Box 3C https://t.co/ISAXaLyMYh #AmazonGiveaway enter for savings! https://t.co/CHo4cpxLOc #giveaway'
2017-11-29 00:40:06,b'Norse Traditions of Spirituality: Spirit of Hunir Awakens book at Amazon US https://t.co/ub8vFsfWzw and Amazon UK\xe2\x80\xa6 https://t.co/WNrW0VzMnB'
2017-11-29 00:40:06,b'The Paleo Cardiologist: The Natural Way to Heart Health. By Jack Wolfson https://t.co/zVENkPxXd1'
2017-11-29 00:40:06,b'Aria Starr Beauty Natural Dead Sea Mud Mask.  By Aria Starr Beauty https://t.co/NiBShPV32V'
2017-11-29 00:40:06,b'Top Ten ebooks about Hypnosis https://t.co/H5ByTZw5YJ'
2017-11-29 00:40:03,b'Even he has a soft spot for great science fiction!\n@RealWotF #DarthVader #StarWars #scifi\nhttps://t.co/BdB7j5tjUe https://t.co/4g2P6aNWd8'
2017-11-29 00:40:01,"b'RT @Carolyn_Arnold: ""\xc2\x93POLITICS IS MURDER is another fun and exciting installment in the McKinley Mysteries series.\xc2\x94"" https://t.co/6AYcA8jTcF'"
2017-11-29 00:39:59,b'RT @chrisderrick1: A new main character in #AlexSawicki.\nWill he prove to be a hero like #JakeBase?\n#NewMexico #western\nhttps://t.co/YoDEzy\xe2\x80\xa6'
2017-11-29 00:39:57,b'FLASH #SALE 50% Half Price Bento Lunch Box 3C https://t.co/J9CTujKzw4 #AmazonGiveaway enter for savings! https://t.co/Y8zXF6fqR0 #giveaway'
2017-11-29 00:39:57,b'RT @gravescolleen: Best seller in teen projects? &lt;3 &lt;3 Aw shucks..... @gravesdotaaron @makeymakey @TAB_DIY \n\nHave you gotten your copy yet?\xe2\x80\xa6'
2017-11-29 00:39:57,"b""Johnnys' Summer Paradise 2016 https://t.co/w7flIOFAFK"""
